报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
总资产利润率(%),0.78,0.52,0.27,1.13,0.89,0.58,0.29,1.12,0.83,0.56,0.26,1.09,0.84,0.57,0.28,1.02,0.79,0.53,0.27,0.88,0.75,0.51,0.25,0.81,0.65,0.42,0.2,0.96,0.88,0.64,0.3,0.6,0.46,0.33,0.14,0.49,0.39,0.25,0.12,0.45,0.36,0.25,0.11,0.43,0.33,0.21,0.11,0.42,0.3,0.19,0.11,0.46,0.35,0.26,0.15,0.61,0.51,0.36,0.73,0.47,0.9,0.58,0.98,0.79,0.97,
主营业务利润率(%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30.77,--,54.31,54.08,53.07,54.05,52.85,51.85,51.61,53.34,51.23,51.22,19.44,20.14,21.8,21.65,21.53,5.94,2.92,13.51,9.04,11.1,15.72,
总资产净利润率(%),0.83,0.55,0.27,1.2,0.92,0.6,0.29,1.21,0.89,0.59,0.27,1.18,0.9,0.6,0.29,1.12,0.85,0.56,0.27,1.01,0.83,0.53,0.25,0.9,0.71,0.46,0.21,1.13,0.97,0.66,0.3,0.69,0.51,0.35,0.14,0.53,0.41,0.27,0.12,0.5,0.38,0.26,0.11,0.48,0.35,0.22,0.11,0.48,0.34,0.21,0.11,0.57,0.41,0.28,0.15,0.7,0.56,0.38,0.82,0.49,0.97,0.58,1.02,0.88,0.97,
成本费用利润率(%),170.05,167.83,168.92,169.38,171.6,171.53,157.32,164.96,160.46,156.65,142.27,148.82,157.73,154.86,130.8,146.57,138.91,132.16,124.49,127.2,133.66,125.76,118.91,107.57,128.08,158.83,148.32,100.08,117.93,119.98,112.03,94.43,108.03,125.15,83.81,68.34,69.49,71.76,76.2,69.37,68.41,73.96,16.84,65.46,24.35,23.6,22.79,26.35,24.8,22.91,22.62,29.19,26.4,27.2,18.52,19.48,21.81,21.8,21.18,27.27,23.35,29.57,21.24,17.43,23.23,
营业利润率(%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.55,--,16.59,15.96,16.85,19.56,18.26,17.3,17.2,22.79,20.37,21.05,19.44,20.14,21.8,21.65,21.53,33.26,29.2,32.38,24.04,18.68,23.25,
主营业务成本率(%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64.87,--,40.78,41,42.03,41,42.23,43.2,43.48,40.9,43,43.01,75.64,75.01,73.55,73.87,72.83,87.22,90.12,79.78,84.73,82.88,80.19,
销售净利率(%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.24,--,11.41,11.17,11.15,13.02,12.73,12.18,12.96,15.76,15.04,15.25,14.58,14.78,16.12,16.54,16.77,24.54,23.27,25.7,17.93,12.11,14.92,
净资产收益率(%),13.75,9.35,4.38,19.18,15.04,10.38,4.94,20.02,15.23,10.38,4.76,19.26,15.4,10.61,5.03,18.33,14.27,9.67,4.69,15.59,18.18,11.97,5.69,19.45,15.82,14.49,6.58,30.03,25.84,18.42,8.95,19.43,14.31,9.78,3.81,13.57,13.71,9.37,4.23,16.01,11.96,7.8,3.66,14.29,10.67,7.01,3.46,13.04,9.39,5.92,2.93,16.15,10.79,7.12,3.62,15.03,10,6.74,12.87,6.38,11.92,13.18,25.78,20.34,39.82,
股本报酬率(%),200.9,168.49,60.63,290.31,188.53,157.05,57.94,252.65,160.86,134.44,47.99,211.33,140.67,118.1,42.52,169.98,107.06,91.42,69.98,160.71,162.44,110.96,85.9,187,153.43,124.56,104.04,269.9,173.88,159.51,123.14,181.68,90.09,112.14,93.14,125.12,134.55,109.34,82.9,125.98,108.95,89.35,67.92,101.81,84.08,69.06,54.09,81.02,69.99,57.15,45.86,73.26,51.31,60.81,46.36,76.47,63.88,49.47,62.31,40.15,53.71,--,--,--,--,
净资产报酬率(%),12.34,10.88,3.92,20.57,15,13.24,4.92,22.74,15.12,13.27,4.73,21.94,15.29,13.44,5.03,21.2,14.26,12.76,7.76,18.71,22.79,16.74,10.48,24.25,20.8,21.07,13.08,36.64,25.84,26.09,17.07,27.96,14.31,18.7,15.79,22.04,29.44,25.08,20.7,30.89,28.8,24.73,18.96,29.22,25.39,21.71,17.65,26.41,23.77,20.16,16.68,33.27,23.42,19.26,15.24,26.08,18.73,15.03,20.17,11.65,16.65,20.63,32.83,24.95,44.2,
资产报酬率(%),0.78,0.68,0.27,1.29,0.89,0.75,0.29,1.28,0.83,0.72,0.26,1.25,0.84,0.73,0.28,1.18,0.79,0.69,0.44,1.05,0.94,0.72,0.46,1.02,0.85,0.61,0.39,1.17,0.88,0.9,0.56,0.86,0.46,0.63,0.58,0.79,0.83,0.68,0.54,0.86,0.82,0.71,0.58,0.87,0.78,0.65,0.54,0.85,0.76,0.65,0.64,0.95,0.76,0.7,0.63,1.06,0.95,0.79,1.15,0.85,1.25,0.91,1.25,0.97,1.07,
销售毛利率(%),44.52,44.15,44.52,50.13,50.94,50.4,50.75,53.52,53.96,54.57,52.91,--,55.98,56.26,51.77,52.65,53.19,53.16,51.83,50.29,53.42,51.36,50.1,46.65,51.57,53.79,48.9,44.36,50.41,50.34,45.98,41.59,44.09,47.37,31.93,31.6,30.07,30.29,64.39,60.47,63.03,66.02,58.17,61.35,59.22,59,57.97,59,57.77,56.8,56.52,59.1,57,56.99,52.23,50.87,48.83,49.4,22.96,30.9,23.15,20.22,12.82,17.12,19.81,
三项费用比重(%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23.04,--,24.02,23.81,26.87,28.01,26.08,26.56,27.42,31.75,28.22,28.78,24.27,23.05,21.49,21.12,23.34,27.87,29.49,22.87,23.02,17.64,16.59,
非主营比重(%),2.3,3.18,5.67,0.03,-0.25,-1.85,-2.02,2.13,1.45,2.4,1.99,0.92,-0.02,0.7,0.09,0.77,1.59,0.39,0.31,0.91,2.25,2.96,-0.09,3.07,2.43,2.32,1.61,0.86,0.62,0.75,0.4,0.46,0.92,0.49,-0.07,1.24,1.52,1.89,0.05,0.63,0.84,0.98,44.06,1.29,53.1,54.11,47.38,62.4,65.35,67.83,70.89,69.97,73.89,75.92,76.04,75.38,64.83,62.99,92.43,78.67,90.12,58.23,62.68,40.24,32.92,
主营利润比重(%),-13.68,-14.25,-15.37,-13.13,-13.21,-13.25,-13.57,-12.65,-12.67,-12.63,-13.12,-13.98,-13.46,-13.53,-14.66,-13.67,-13.54,-13.36,-13.61,-13.43,-12.81,-13.25,-14.1,-16.34,-15.42,-15.51,-16.2,-17.07,-14.94,-14.79,-15.88,-17.24,-16.26,-15.07,-22.56,-22.53,-24.13,-23.99,-24.55,-24.23,-25.79,-25.93,198.02,-26.36,319.91,328.63,315.54,277.34,291.03,302.96,301.01,233.07,252.1,242.79,100.14,100.44,100.29,99.85,99.86,17.88,9.88,41.77,37.32,59.76,67.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		